18854:
 num     #instances         #bytes  class name (module)
1218:             2             64  [Lcom.google.protobuf.DescriptorProtos$FeatureSet$RepeatedFieldEncoding;
1219:             2             64  [Lcom.google.protobuf.DescriptorProtos$FeatureSet$Utf8Validation;
1220:             2             64  [Lcom.google.protobuf.DescriptorProtos$FieldDescriptorProto$Label;
1221:             2             64  [Lcom.google.protobuf.DescriptorProtos$FieldOptions$OptionRetention;
1222:             2             64  [Lcom.google.protobuf.DescriptorProtos$FileOptions$OptimizeMode;
1223:             3             64  [Lcom.google.protobuf.Descriptors$OneofDescriptor;
1224:             2             64  [Lcom.google.protobuf.JavaFeaturesProto$JavaFeatures$Utf8Validation;
1225:             2             64  [Lio.grpc.TlsChannelCredentials$Feature;
1226:             2             64  [Lio.grpc.TlsServerCredentials$Feature;
1227:             2             64  [Ljava.lang.StackWalker$Option; (java.base@21.0.6)
1228:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@21.0.6)
1229:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@21.0.6)
1230:             2             64  [Ljava.nio.charset.CoderResult; (java.base@21.0.6)
1231:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@21.0.6)
1232:             2             64  [Ljdk.internal.util.OperatingSystem; (java.base@21.0.6)
1233:             2             64  [Lokhttp3.Protocol;
1234:             1             64  [Lsun.reflect.annotation.TypeAnnotation$TypeAnnotationTarget; (java.base@21.0.6)
1235:             2             64  com.fasterxml.jackson.core.StreamWriteCapability
1236:             2             64  com.fasterxml.jackson.core.io.ContentReference
1237:             1             64  com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer
1238:             1             64  com.fasterxml.jackson.databind.cfg.BaseSettings
1239:             2             64  com.fasterxml.jackson.dataformat.yaml.YAMLParser$Feature
1240:             2             64  com.google.common.io.BaseEncoding$StandardBaseEncoding
1241:             1             64  com.google.protobuf.CodedInputStream$ArrayDecoder
1242:             2             64  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property (java.xml@21.0.6)
1243:             1             64  dev.openfeature.contrib.providers.flagd.FlagdProvider
1244:             2             64  dev.openfeature.contrib.providers.flagd.resolver.rpc.cache.CacheType
1245:             2             64  io.grpc.LoadBalancer$PickResult
1246:             2             64  io.grpc.internal.CompositeReadableBuffer
1247:             1             64  io.grpc.netty.AbstractNettyHandler$FlowControlPinger
1248:             4             64  io.netty.buffer.PoolThreadCache$FreeOnFinalize
1249:             2             64  io.netty.channel.DefaultChannelId
1250:             2             64  io.netty.channel.epoll.EpollEventLoopGroup
1251:             1             64  io.netty.channel.epoll.EpollSocketChannelConfig
1252:             1             64  io.netty.handler.codec.http2.HpackEncoder
1253:             1             64  io.netty.util.concurrent.GlobalEventExecutor
1254:             2             64  io.opentelemetry.api.internal.InternalAttributeKeyImpl
1255:             2             64  io.opentelemetry.javaagent.instrumentation.opentelemetryapi.context.ContextKeyBridge
1256:             4             64  io.opentelemetry.javaagent.shaded.instrumentation.api.semconv.network.internal.InternalServerAttributesExtractor
1257:             2             64  io.opentelemetry.javaagent.shaded.instrumentation.grpc.v1_6.GrpcSpanStatusExtractor
1258:             2             64  io.opentelemetry.javaagent.shaded.io.opentelemetry.api.internal.AutoValue_ImmutableSpanContext
1259:             2             64  io.opentelemetry.sdk.common.CompletableResultCode
1260:             1             64  io.opentelemetry.sdk.internal.AttributesMap
1261:             2             64  io.opentelemetry.sdk.trace.samplers.ParentBasedSampler
1262:             2             64  java.io.ByteArrayInputStream (java.base@21.0.6)
1263:             2             64  java.io.FileOutputStream (java.base@21.0.6)
1264:             1             64  java.lang.Class$ReflectionData (java.base@21.0.6)
1265:             4             64  java.lang.Float (java.base@21.0.6)
1266:             2             64  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@21.0.6)
1267:             2             64  java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle (java.base@21.0.6)
1268:             2             64  java.lang.invoke.VarHandleByteArrayAsLongs$ArrayHandle (java.base@21.0.6)
1269:             2             64  java.lang.management.MemoryType (java.management@21.0.6)
1270:             2             64  java.lang.module.ModuleDescriptor$Version (java.base@21.0.6)
1271:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@21.0.6)
1272:             2             64  java.util.Collections$SynchronizedMap (java.base@21.0.6)
1273:             2             64  java.util.UUID (java.base@21.0.6)
1274:             2             64  java.util.concurrent.LinkedTransferQueue$DualNode (java.base@21.0.6)
1275:             2             64  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue (java.base@21.0.6)
1276:             4             64  java.util.concurrent.atomic.AtomicLongArray (java.base@21.0.6)
1277:             1             64  java.util.logging.LogManager$RootLogger (java.logging@21.0.6)
1278:             2             64  java.util.stream.FindOps$FindOp (java.base@21.0.6)
1279:             4             64  jdk.internal.util.Preconditions$4 (java.base@21.0.6)
1280:             4             64  jdk.proxy2.$Proxy15 (jdk.proxy2)
1281:             4             64  jdk.proxy3.$Proxy29 (jdk.proxy3)
1282:             4             64  jdk.proxy3.$Proxy33 (jdk.proxy3)
1283:             2             64  net.bytebuddy.NamingStrategy$SuffixingRandom
1284:             2             64  net.bytebuddy.agent.builder.AgentBuilder$PoolStrategy$Default
1285:             2             64  net.bytebuddy.agent.builder.AgentBuilder$RawMatcher$Trivial
1286:             2             64  net.bytebuddy.agent.builder.AgentBuilderUtil$$Lambda/0x00007f5a8e12fa38
1287:             2             64  net.bytebuddy.asm.Advice$OffsetMapping$Factory$AdviceType
1288:             2             64  net.bytebuddy.description.modifier.SyntheticState
1289:             4             64  net.bytebuddy.description.type.TypeDescription$Generic$LazyProxy
1290:             2             64  net.bytebuddy.dynamic.scaffold.MethodGraph$Compiler$Default$Merger$Directional
1291:             2             64  net.bytebuddy.dynamic.scaffold.TypeValidation
1292:             2             64  net.bytebuddy.dynamic.scaffold.TypeWriter$Default$ValidatingClassVisitor$Constraint$ForClass
1293:             2             64  net.bytebuddy.dynamic.scaffold.TypeWriter$Default$ValidatingClassVisitor$Constraint$ForInterface
1294:             2             64  net.bytebuddy.dynamic.scaffold.subclass.SubclassImplementationTarget$Factory
1295:             2             64  net.bytebuddy.implementation.attribute.AnnotationRetention
1296:             2             64  net.bytebuddy.implementation.bytecode.assign.Assigner$Typing
1297:             4             64  net.bytebuddy.matcher.ArrayTypeMatcher
1298:             2             64  net.bytebuddy.pool.TypePool$Default$ReaderMode
1299:             4             64  okio.RealBufferedSink$outputStream$1
1300:             1             64  org.apache.commons.collections4.map.LRUMap
1301:             2             64  org.apache.logging.log4j.core.config.ConfigurationScheduler
1302:             1             64  org.apache.logging.log4j.core.layout.PatternLayout
1303:             4             64  org.apache.logging.log4j.core.lookup.StrMatcher$StringMatcher
1304:             2             64  org.apache.logging.log4j.core.pattern.DatePatternConverter$PatternFormatter
1305:             4             64  org.apache.logging.log4j.core.util.datetime.FastDatePrinter$TwoDigitNumberField
1306:             2             64  sun.security.provider.FileInputStreamPool$StreamRef (java.base@21.0.6)
1307:             1             64  sun.security.provider.certpath.ldap.JdkLDAP$ProviderService (java.naming@21.0.6)
1308:             1             64  sun.security.smartcardio.SunPCSC$ProviderService (java.smartcardio@21.0.6)
1309:             1             56  [Lcom.google.protobuf.Descriptors$FieldDescriptor$JavaType;
1310:             1             56  [Lcom.google.protobuf.WireFormat$JavaType;
1311:             1             56  [Lcom.sun.org.apache.xerces.internal.impl.XMLScanner$NameType; (java.xml@21.0.6)
1312:             1             56  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit; (java.xml@21.0.6)
1313:             2             56  [Lio.netty.util.concurrent.EventExecutor;
1314:             1             56  [Ljava.lang.Runnable; (java.base@21.0.6)
1315:             1             56  [Ljava.lang.reflect.AccessFlag$Location; (java.base@21.0.6)
1316:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@21.0.6)
1317:             1             56  [Ljava.util.logging.Level; (java.logging@21.0.6)
1318:             1             56  [Lnet.bytebuddy.asm.Advice$Dispatcher$RelocationHandler$ForValue;
1319:             1             56  [Lnet.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForArrayType;
1320:             1             56  [Lnet.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForNonArrayType;
1321:             1             56  [Lnet.bytebuddy.implementation.bytecode.constant.ClassConstant;
1322:             1             56  [Lnet.bytebuddy.matcher.StringMatcher$Mode;
1323:             1             56  [[I (java.base@21.0.6)
1324:             3             56  [[Ljava.lang.Object; (java.base@21.0.6)
1325:             1             56  io.grpc.NameResolver$Args
1326:             1             56  io.grpc.internal.DelayedClientTransport
1327:             1             56  io.grpc.netty.NettyClientStream
1328:             1             56  io.netty.channel.ServerChannelRecvByteBufAllocator$1
1329:             1             56  io.netty.handler.codec.http2.DefaultHttp2ConnectionDecoder
1330:             1             56  io.opentelemetry.javaagent.shaded.instrumentation.api.incubator.config.internal.CommonConfig
1331:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@21.0.6)
1332:             1             56  java.net.SocketPermission (java.base@21.0.6)
1333:             1             56  java.nio.HeapCharBuffer (java.base@21.0.6)
1334:             1             56  java.util.ServiceLoader (java.base@21.0.6)
1335:             1             56  java.util.logging.ConsoleHandler (java.logging@21.0.6)
1336:             1             56  java.util.logging.LogManager (java.logging@21.0.6)
1337:             1             56  java.util.zip.ZipFile$ZipFileInputStream (java.base@21.0.6)
1338:             1             56  jdk.internal.org.objectweb.asm.Label (java.base@21.0.6)
